SiteID,WetlandType,MosquitoRank,CattailMosquito,CulexFound,TreatedBy,Date,Wetness,Action,DipCount,Material,Temperature,Precipitation,CloudCoverage
192230-047,2.1,GREEN,No,Yes,Ground,08/27/2020,0.0,Treat (by Ground),0,Methoprene granules,,,
192230-047,2.1,GREEN,No,Yes,none,08/03/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/04/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/05/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/06/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/07/2020,0.65,Treat (by Ground),,Methoprene granules,,,
192230-047,2.1,GREEN,No,Yes,none,07/04/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/05/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/06/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/07/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/08/2020,0.65,Treat (by Ground),,Methoprene granules,,,
192230-047,2.1,GREEN,No,Yes,none,06/06/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/07/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/08/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/09/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/10/2020,0.75,Treat (by Ground),,Spinosad granules,,,
192230-047,2.1,GREEN,No,Yes,none,05/08/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/09/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/10/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/11/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/12/2020,0.95,Treat (by Ground),,Spinosad granules,,,
192230-047,2.1,GREEN,No,Yes,none,07/05/2019,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/06/2019,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/07/2019,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/08/2019,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/09/2019,0.75,Treat (by Ground),,Spinosad granules,,,
192230-047,2.1,GREEN,No,Yes,none,05/30/2019,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/31/2019,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/01/2019,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/02/2019,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/03/2019,0.95,Treat (by Ground),,Spinosad granules,,,
192230-047,2.1,GREEN,No,Yes,none,04/22/2019,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/23/2019,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/24/2019,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/25/2019,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,04/26/2019,0.55,Treat (by Ground),,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,08/25/2018,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/26/2018,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/27/2018,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/28/2018,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/29/2018,0.25,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,07/05/2018,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/06/2018,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/07/2018,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/08/2018,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/09/2018,0.55,Treat (by Ground),,Spinosad granules,,,
192230-047,2.1,GREEN,No,Yes,none,05/03/2018,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/04/2018,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/05/2018,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/06/2018,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/07/2018,0.95,Treat (by Ground),,Spinosad granules,,,
192230-047,2.1,GREEN,No,Yes,none,07/13/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/14/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/15/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/16/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/17/2017,0.10,Treat (by Ground),,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,06/10/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/11/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/12/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/13/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/14/2017,0.85,Treat (by Ground),,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,05/08/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/09/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/10/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/11/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/12/2017,0.65,Inspect+Treat (Ground),0,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,04/06/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/07/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/08/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/09/2017,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,04/10/2017,0.85,Treat (by Ground),,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,07/09/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/10/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/11/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/12/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/13/2016,0.65,Treat (by Ground),,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,06/09/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/10/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/11/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/12/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/13/2016,0.85,Treat (by Ground),,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,05/09/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/10/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/11/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/12/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/13/2016,0.85,Inspect+Treat (Ground),0,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,04/09/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/10/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/11/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/12/2016,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,04/13/2016,0.55,Treat (by Ground),,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,08/22/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/23/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/24/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/25/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/26/2015,0.75,Inspect+Treat (Ground),20,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,07/06/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/07/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/08/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/09/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/10/2015,0.85,Inspect+Treat (Ground),0,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,06/14/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/15/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/16/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/17/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/18/2015,0.85,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,06/05/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/06/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/07/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/08/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/09/2015,0.75,Treat (by Ground),,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,05/03/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/04/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/05/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/06/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/07/2015,0.55,Inspect+Treat (Ground),0,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,04/19/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/20/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/21/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/22/2015,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,04/23/2015,0.75,Inspect+Treat (Ground),1,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,08/07/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/08/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/09/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/10/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/11/2014,0.0,Treat (by Ground),0,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,07/12/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/13/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/14/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/15/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/16/2014,0.85,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,06/13/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/14/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/15/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/16/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/17/2014,0.85,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,06/07/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/08/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/09/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/10/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/11/2014,0.75,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,06/01/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/02/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/03/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/04/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/05/2014,0.55,Inspect for Ground trt.,0.1,,,,
192230-047,2.1,GREEN,No,Yes,none,05/26/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/27/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/28/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/29/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/30/2014,0.75,Inspect+Treat (Ground),0.5,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,05/12/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/13/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/14/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/15/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/16/2014,0.65,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,04/13/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/14/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/15/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/16/2014,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,04/17/2014,0.75,Inspect+Treat (Ground),0.1,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,08/26/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/27/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/28/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/29/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/30/2013,0.0,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,08/04/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/05/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/06/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/07/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/08/2013,0.0,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,07/13/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/14/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/15/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/16/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/17/2013,0.25,Inspect+Treat (Ground),500,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,06/22/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/23/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/24/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/25/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/26/2013,0.75,Inspect+Treat (Ground),2,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,05/20/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/21/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/22/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/23/2013,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/24/2013,0.75,Inspect+Treat (Ground),100,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,07/23/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/24/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/25/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/26/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/27/2012,0.0,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,06/16/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/17/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/18/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/19/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/20/2012,0.95,Inspect+Treat (Ground),5,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,05/26/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/27/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/28/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/29/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/30/2012,0.95,Inspect+Treat (Ground),2,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,05/17/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/18/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/19/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/20/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/21/2012,0.65,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,05/06/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/07/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/08/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/09/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/10/2012,0.95,Inspect+Treat (Ground),5,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,04/20/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/21/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/22/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/23/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,04/24/2012,0.75,Inspect+Treat (Ground),1,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,04/08/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/09/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/10/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/11/2012,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,04/12/2012,0.65,Inspect+Treat (Ground),5,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,08/12/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/13/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/14/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/15/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/16/2011,0.10,Treat (by Ground),0,Methoprene pellets,,,
192230-047,2.1,GREEN,No,Yes,none,07/31/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/01/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/02/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/03/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/04/2011,0.75,Inspect+Treat (Ground),10,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,07/16/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/17/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/18/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/19/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/20/2011,0.95,Inspect+Treat (Ground),12,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,07/09/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/10/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/11/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/12/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/13/2011,0.25,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,06/19/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/20/2011,1.00,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,06/21/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/22/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/23/2011,1.00,Inspect+Treat (Ground),15,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,06/16/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/17/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/18/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/21/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/22/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/23/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/24/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/25/2011,1.00,Inspect+Treat (Ground),20,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,05/09/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/10/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/11/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/12/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/13/2011,0.95,Inspect+Treat (Ground),4,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,04/29/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/30/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/01/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/02/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/03/2011,0.55,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,04/14/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/15/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/16/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/17/2011,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,04/18/2011,0.95,Inspect+Treat (Ground),2,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,08/08/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/09/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/10/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/11/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/12/2010,0.25,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,06/25/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/26/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/27/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/28/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/29/2010,0.95,Inspect+Treat (Ground),10,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,06/12/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/13/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/14/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/15/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/16/2010,0.75,Inspect+Treat (Ground),10,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,05/15/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/16/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/17/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/18/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/19/2010,0.75,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,04/04/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/05/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/06/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/07/2010,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,04/08/2010,0.95,Inspect+Treat (Ground),4,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,08/09/2009,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/10/2009,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/11/2009,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/12/2009,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/13/2009,0.0,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,04/27/2009,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/28/2009,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/29/2009,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/30/2009,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/01/2009,0.95,Inspect+Treat (Ground),20,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,04/09/2009,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/10/2009,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/11/2009,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/12/2009,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,04/13/2009,0.85,Inspect+Treat (Ground),50,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,08/29/2008,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/30/2008,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/31/2008,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,09/01/2008,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,09/02/2008,0.0,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,06/07/2008,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/08/2008,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/09/2008,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/10/2008,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/11/2008,0.75,Inspect+Treat (Ground),5,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,05/04/2008,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/05/2008,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/06/2008,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/07/2008,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/08/2008,0.95,Inspect+Treat (Ground),2,Bti granules,,,
192230-047,2.1,GREEN,No,Yes,none,04/13/2008,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,04/14/2008,0.85,Inspect for Ground trt.,5,,,,
